name,price,kilometers_driven,fuel_type,transmission_type,location,car_type,model,mileage
"2017 Skoda Rapid 1.5 TDI Ambition BSIV",395000,48000,Diesel,Manual,"New Delhi",Sedan,2017,14
"2015 Maruti Ciaz VXi Plus",545000,64000,Petrol,Manual,Noida,Sedan,2015,14
"2014 Honda City VX MT",555000,36377,Petrol,Manual,Gurgaon,Sedan,2014,21
"2016 Honda City i VTEC VX",539000,61448,Petrol,Manual,Ghaziabad,Sedan,2016,31
"2017 Honda City i VTEC S",575000,72500,Petrol,Manual,"New Delhi",Sedan,2017,11
"2018 Maruti Ciaz 1.4 AT Zeta",605000,31406,Petrol,Automatic,Ghaziabad,Sedan,2018,31
"2019 Honda City V MT",728000,60656,Petrol,Manual,Noida,Sedan,2019,16
"2023 Maruti Ciaz Alpha AT",975000,57000,Petrol,Automatic,"New Delhi",Sedan,2023,30
"2015 Toyota Corolla Altis G MT",495000,54000,Petrol,Manual,"New Delhi",Sedan,2015,19
"2019 Honda Civic V",1125000,64000,Petrol,Automatic,"New Delhi",Sedan,2019,23
"2017 Honda City i VTEC CVT SV",770000,72000,Petrol,Automatic,"New Delhi",Sedan,2017,26
"2018 Toyota Yaris V CVT",735000,52000,Petrol,Automatic,"New Delhi",Sedan,2018,30
"2024 Mercedes-Benz A-Class Limousine A 200",4475000,4800,Petrol,Automatic,"New Delhi",Sedan,2024,15
"2022 Skoda Slavia 1.0 TSI Ambition BSVI",1025000,46000,Petrol,Manual,"New Delhi",Sedan,2022,28
"2014 Toyota Etios VX",347000,67901,Petrol,Manual,Noida,Sedan,2014,16
"2016 Honda Amaze S i-Vtech",400000,46000,Petrol,Manual,Noida,Sedan,2016,13
"2019 Jaguar XF 2.0 Petrol Prestige",3750000,18000,Petrol,Automatic,Gurgaon,Sedan,2019,11
"2021 Maruti Ciaz Delta Diesel",778000,32073,Diesel,Automatic,Gurgaon,Sedan,2021,9
"2015 Maruti Swift Dzire VXI",375000,90296,Petrol,Manual,Ghaziabad,Sedan,2015,29
"2015 Maruti Ciaz VXi Plus",475000,22000,Petrol,Manual,"New Delhi",Sedan,2015,13
"2016 BMW 5 Series 520d Luxury Line",1950000,40000,Diesel,Automatic,Gurgaon,Sedan,2016,21
"2018 Hyundai Verna 1.6 VTVT SX",914000,36384,Petrol,Manual,Ghaziabad,Sedan,2018,10
"2023 Audi A6 45 TFSI Technology WO Matrix BSVI",5550000,6500,Petrol,Automatic,"New Delhi",Sedan,2023,30
"2014 Honda City i VTEC CVT VX",425000,78000,Petrol,Automatic,Gurgaon,Sedan,2014,16
"2017 Toyota Camry Hybrid",2175000,45000,Petrol,Automatic,"New Delhi",Sedan,2017,30
"2016 Honda City i VTEC VX Option",570000,63000,Petrol,Manual,"New Delhi",Sedan,2016,21
"2016 Honda City i VTEC V",595000,79000,Petrol,Manual,"New Delhi",Sedan,2016,8
"2017 Maruti Ciaz 1.3 Alpha",495000,85000,Diesel,Manual,"New Delhi",Sedan,2017,22
"2017 BMW 7 Series 730Ld DPE Signature",4350000,22000,Diesel,Automatic,Gurgaon,Sedan,2017,27
"2017 Maruti Ciaz 1.4 Alpha",590000,52000,Petrol,Manual,"New Delhi",Sedan,2017,15
"2018 Audi A3 35 TDI Premium Plus",1575000,72000,Diesel,Automatic,"New Delhi",Sedan,2018,11
"2024 Mercedes-Benz A-Class Limousine A 200 BSVI",4175000,15321,Petrol,Automatic,"New Delhi",Sedan,2024,27
"2019 Mercedes-Benz E-Class E 350d",4500000,30000,Diesel,Automatic,Gurgaon,Sedan,2019,22
"2021 Maruti Dzire VXI",564000,52432,Petrol,Manual,Gurgaon,Sedan,2021,23
"2012 Maruti Swift Dzire VXI",310000,29955,Petrol,Manual,Ghaziabad,Sedan,2012,18
"2019 Honda Amaze VX CVT i-VTEC",635000,57000,Petrol,Automatic,"New Delhi",Sedan,2019,12
"2017 Mercedes-Benz CLA 200 CGI Sport",2250000,50000,Petrol,Automatic,"New Delhi",Sedan,2017,27
"2016 Honda City i VTEC V",550000,69222,Petrol,Manual,"New Delhi",Sedan,2016,17
"2017 Maruti Ciaz ZXi",579000,87642,Petrol,Manual,Ghaziabad,Sedan,2017,23
"2017 Mercedes-Benz S-Class S 350 d",4290000,55000,Diesel,Automatic,"New Delhi",Sedan,2017,31
"2013 Honda City S",330000,75826,Petrol,Manual,"New Delhi",Sedan,2013,7
"2017 Mercedes-Benz E-Class E200 Edition E",3450000,50000,Petrol,Automatic,"New Delhi",Sedan,2017,7
"2017 BMW 5 Series 520d Luxury Line",2275000,36000,Diesel,Automatic,"New Delhi",Sedan,2017,10
"2015 Honda Amaze S i-Vtech",325000,52000,Petrol,Manual,"New Delhi",Sedan,2015,22
"2014 Hyundai Elantra S",475000,70000,Petrol,Manual,"New Delhi",Sedan,2014,25
"2012 Honda New Accord 2.4 A/T",399000,89100,Petrol,Automatic,"New Delhi",Sedan,2012,28
"2015 Volkswagen Vento 1.2 TSI Highline AT",425000,77000,Petrol,Automatic,Gurgaon,Sedan,2015,8
"2012 Hyundai Sonata 2.4 GDi MT",325000,59000,Petrol,Manual,"New Delhi",Sedan,2012,23
"2018 Jaguar XF 2.0 Petrol Portfolio",3500000,18000,Petrol,Automatic,"New Delhi",Sedan,2018,10
"2017 Mercedes-Benz E-Class Expression E 220 d BSIV",3450000,35000,Diesel,Automatic,"New Delhi",Sedan,2017,24
"2021 Mercedes-Benz C-Class Progressive C 200",4100000,27000,Petrol,Automatic,"New Delhi",Sedan,2021,11
"2018 Hyundai Verna 1.6 VTVT SX",768000,62021,Petrol,Manual,Gurgaon,Sedan,2018,23
"2018 Honda City i-VTEC V",675000,88000,Petrol,Manual,"New Delhi",Sedan,2018,27
"2022 Skoda Slavia 1.5 TSI Style",1149000,39811,Petrol,Manual,Noida,Sedan,2022,9
"2022 Hyundai Aura S Diesel",646000,58770,Diesel,Manual,Gurgaon,Sedan,2022,9
"2017 BMW 3 Series GT Luxury Line",1830999,67000,Diesel,Automatic,"New Delhi",Sedan,2017,12
"2017 Jaguar XE 2.0L Diesel Prestige",1750000,72000,Diesel,Automatic,"New Delhi",Sedan,2017,25
"2019 Mercedes-Benz E-Class Exclusive E 200",4475000,53258,Petrol,Automatic,"New Delhi",Sedan,2019,31
"2018 Maruti Swift Dzire ZXi",500000,40530,Petrol,Manual,Noida,Sedan,2018,26
"2022 BMW 5 Series 530i M Sport BSVI",5000000,27000,Petrol,Automatic,"New Delhi",Sedan,2022,29
"2013 Toyota Etios V",270000,63274,Petrol,Manual,"New Delhi",Sedan,2013,11
"2022 Skoda Slavia 1.5 TSI Style",1172000,39169,Petrol,Manual,Noida,Sedan,2022,10
"2018 Honda City S",584000,72221,Petrol,Manual,Noida,Sedan,2018,13
"2017 BMW 5 Series 530i M Sport",3675000,35123,Petrol,Automatic,"New Delhi",Sedan,2017,26
"2016 Toyota Corolla Altis 1.8 G CVT",665000,74658,Petrol,Automatic,"New Delhi",Sedan,2016,9
"2019 Honda Amaze VX i-VTEC",667000,26045,Petrol,Manual,Ghaziabad,Sedan,2019,10
"2015 Hyundai Verna 1.6 VTVT",549000,58000,Petrol,Manual,"New Delhi",Sedan,2015,19
"2017 Honda City i VTEC SV",675000,55000,Petrol,Manual,"New Delhi",Sedan,2017,31
"2013 Jaguar XJ 3.0L Portfolio",2500000,80000,Diesel,Automatic,Gurgaon,Sedan,2013,16
"2017 Maruti Ciaz 1.4 AT Zeta",559000,55542,Petrol,Automatic,Faridabad,Sedan,2017,9
"2018 Skoda Rapid 1.6 MPI AT Style BSIV",645000,84000,Petrol,Automatic,Gurgaon,Sedan,2018,13
"2012 Maruti Swift Dzire VXI",252999,97572,Petrol,Manual,Gurgaon,Sedan,2012,31
"2015 Mercedes-Benz S-Class S 350 CDI",4000000,50000,Diesel,Automatic,Gurgaon,Sedan,2015,9
"2018 Maruti Ciaz Petrol",666000,60955,Diesel,Manual,Ghaziabad,Sedan,2018,21
"2020 Mercedes-Benz E-Class Exclusive E 220d",4400000,46000,Diesel,Automatic,"New Delhi",Sedan,2020,22
"2012 Hyundai Verna 1.4 VTVT",340000,37000,Petrol,Manual,"New Delhi",Sedan,2012,16
"2021 Honda City ZX CVT",1200000,30000,Petrol,Automatic,Ghaziabad,Sedan,2021,9
"2016 Maruti Swift Dzire VXI",432000,41749,Petrol,Manual,Gurgaon,Sedan,2016,12
"2021 Honda City ZX MT",1136000,19245,Petrol,Manual,"New Delhi",Sedan,2021,29
"2018 Maruti Swift Dzire VXI 1.2",476000,61838,Petrol,Manual,Ghaziabad,Sedan,2018,28
"2019 Honda Amaze V CVT Diesel BSIV",550000,88000,Diesel,Automatic,Noida,Sedan,2019,21
"2019 Honda City SV MT",775000,29000,Petrol,Manual,Faridabad,Sedan,2019,13
"2014 Mercedes-Benz C-Class C 200 CGI",899000,99000,Petrol,Automatic,"New Delhi",Sedan,2014,23
"2016 Volkswagen Ameo 1.2 MPI Comfortline",360000,69000,Petrol,Manual,Faridabad,Sedan,2016,17
"2019 Honda Amaze V CVT Petrol",642000,39232,Petrol,Automatic,"New Delhi",Sedan,2019,10
"2011 Hyundai Verna 1.6 VTVT SX",325000,44441,Petrol,Manual,Ghaziabad,Sedan,2011,18
"2014 Honda Amaze VX i-Vtech",312000,70888,Petrol,Manual,Noida,Sedan,2014,30
"2014 Honda Amaze S i-Vtech",310000,68000,Petrol,Manual,"New Delhi",Sedan,2014,15
"2018 Maruti Swift Dzire VXI 1.2",525000,65000,Petrol,Manual,Faridabad,Sedan,2018,28
"2018 Honda City i-VTEC CVT V",641000,63238,Petrol,Automatic,Ghaziabad,Sedan,2018,14
"2016 Honda Amaze S i-Vtech",395000,66000,Petrol,Manual,Faridabad,Sedan,2016,30
"2016 Maruti Swift Dzire VXI",425000,68000,Petrol,Manual,"New Delhi",Sedan,2016,25
"2013 Maruti Swift Dzire VXI",262000,94928,Petrol,Manual,Gurgaon,Sedan,2013,28
"2021 Honda City i-VTEC CVT VX",1135000,39000,Petrol,Automatic,"New Delhi",Sedan,2021,10
"2021 Mercedes-Benz C-Class Progressive C 200",3600000,36000,Petrol,Automatic,"New Delhi",Sedan,2021,8
"2015 Honda Amaze S AT i-Vtech",425000,59000,Petrol,Automatic,"New Delhi",Sedan,2015,30
"2016 Honda Amaze S i-Vtech",365000,49000,Petrol,Manual,"New Delhi",Sedan,2016,19
"2015 Honda City i VTEC CVT VX",660000,42000,Petrol,Automatic,"New Delhi",Sedan,2015,22
"2014 Hyundai Xcent Petrol",314000,66046,Petrol,Manual,Ghaziabad,Sedan,2014,22
"2022 Mercedes-Benz C-Class C 200 BSVI",4990000,1500,Petrol,Automatic,"New Delhi",Sedan,2022,12
"2021 Skoda Octavia Style",2150000,45000,Petrol,Automatic,"New Delhi",Sedan,2021,15
"2019 Hyundai Verna VTVT 1.6 SX",795000,76000,Petrol,Manual,Noida,Sedan,2019,31
"2015 Jaguar XF 2.2 Litre Executive",1550000,15001,Diesel,Automatic,"New Delhi",Sedan,2015,30
"2013 Hyundai Verna 1.6 VTVT SX",371000,87799,Petrol,Manual,Gurgaon,Sedan,2013,24
"2016 Toyota Corolla Altis 1.8 GL",660000,88000,Petrol,Manual,Gurgaon,Sedan,2016,23
"2018 Maruti Ciaz Delta BSIV",575000,62000,Petrol,Manual,"New Delhi",Sedan,2018,14
"2015 Honda Amaze EX i-Vtech",340000,66000,Petrol,Manual,"New Delhi",Sedan,2015,17
"2016 Mercedes-Benz S-Class S 350 CDI",3175000,60000,Diesel,Automatic,"New Delhi",Sedan,2016,14
"2017 BMW 3 Series 330i GT Luxury Line",2727000,56395,Petrol,Automatic,Gurgaon,Sedan,2017,10
"2022 Tata Tigor XZ Plus BSVI",683000,12778,Petrol,Manual,Ghaziabad,Sedan,2022,27
"2015 Honda Amaze VX O i VTEC",365000,54000,Petrol,Manual,Noida,Sedan,2015,26
"2015 Honda Amaze S i-Vtech",385000,62789,Petrol,Manual,Faridabad,Sedan,2015,15
"2015 Maruti Swift Dzire LXI",345000,42000,Petrol,Manual,"New Delhi",Sedan,2015,16
"2019 Hyundai Xcent Petrol",468000,66693,Petrol,Manual,Ghaziabad,Sedan,2019,28
"2016 BMW 5 Series 520i Luxury Line",1800000,59000,Petrol,Automatic,"New Delhi",Sedan,2016,13
"2014 Maruti Swift Dzire VXI",331000,43056,Petrol,Manual,"New Delhi",Sedan,2014,23
"2015 BMW 7 Series 730Ld",1400000,68000,Diesel,Automatic,"New Delhi",Sedan,2015,18
"2018 Mercedes-Benz S-Class S 450",8200000,30500,Petrol,Automatic,Gurgaon,Sedan,2018,16
"2018 Hyundai Verna CRDi 1.6 SX Option",850000,87000,Diesel,Manual,Faridabad,Sedan,2018,18
"2025 Tata Tigor XZ Plus CNG BSVI",882000,101,CNG,Manual,"New Delhi",Sedan,2025,13
"2021 Honda City V MT",890000,49000,Petrol,Manual,Gurgaon,Sedan,2021,27
"2014 Honda Amaze S i-VTEC",336000,46980,Petrol,Manual,"New Delhi",Sedan,2014,16
"2016 Maruti Swift Dzire LXI Optional-O",400000,72000,Petrol,Manual,"New Delhi",Sedan,2016,17
"2015 Maruti Ciaz VDi",335000,89000,Diesel,Manual,Faridabad,Sedan,2015,29
"2018 Maruti Swift Dzire LXI 1.2 BS IV",490000,48100,Petrol,Manual,"New Delhi",Sedan,2018,15
"2017 Skoda Superb Petrol Ambition",513999,92745,Petrol,Manual,"New Delhi",Sedan,2017,28
"2019 Honda Amaze V Petrol BSIV",586000,68561,Petrol,Manual,"New Delhi",Sedan,2019,17
"2015 Mercedes-Benz CLA 200 CDI Sport",1350000,60000,Diesel,Automatic,"New Delhi",Sedan,2015,18
"2020 Mercedes-Benz C-Class Prime C 220d",2950000,16000,Diesel,Automatic,"New Delhi",Sedan,2020,7
"2015 Honda City i VTEC SV",413000,78223,Petrol,Manual,Noida,Sedan,2015,25
"2017 Maruti Ciaz Alpha BSIV",549000,81000,Petrol,Manual,Ghaziabad,Sedan,2017,21
"2016 Audi A4 30 TFSI Technology",1950000,44000,Petrol,Automatic,"New Delhi",Sedan,2016,26
"2016 Honda City VX MT",568000,75620,Petrol,Manual,Ghaziabad,Sedan,2016,7
"2015 Skoda Rapid 1.6 MPI AT Style Plus Black Package",575000,70000,Petrol,Automatic,"New Delhi",Sedan,2015,29
"2018 Maruti Swift Dzire AMT VXI",535000,39720,Petrol,Automatic,Ghaziabad,Sedan,2018,16
"2017 Audi A6 35 TFSI",2650000,68000,Petrol,Automatic,"New Delhi",Sedan,2017,13
"2014 Honda Amaze S i-Vtech",339000,39215,Petrol,Manual,Ghaziabad,Sedan,2014,11
"2020 Honda City ZX MT",1089000,48013,Petrol,Manual,Ghaziabad,Sedan,2020,10
"2019 Honda Amaze S Petrol BSIV",570000,58000,Petrol,Manual,"New Delhi",Sedan,2019,8
"2016 Mercedes-Benz C-Class C 200 Avantgarde Edition C",2475000,27000,Petrol,Automatic,"New Delhi",Sedan,2016,29
"2014 Hyundai Xcent 1.2 Kappa S",310000,38645,Petrol,Manual,"New Delhi",Sedan,2014,15
"2016 Honda City i VTEC V",535000,46245,Petrol,Manual,Gurgaon,Sedan,2016,30
"2012 Hyundai Verna 1.6 EX VTVT",389000,22696,Petrol,Manual,"New Delhi",Sedan,2012,24
"2015 Honda City SV MT",479000,78310,Petrol,Manual,Noida,Sedan,2015,26
"2018 Maruti Ciaz 1.4 Alpha",725000,26000,Petrol,Manual,"New Delhi",Sedan,2018,24
"2019 Maruti Swift Dzire VXI 1.2",565000,41619,Petrol,Manual,Ghaziabad,Sedan,2019,10
"2019 Hyundai Xcent Petrol",497000,55627,Petrol,Manual,"New Delhi",Sedan,2019,24
"2019 Mercedes-Benz E-Class Exclusive E 200",4395000,19000,Petrol,Automatic,"New Delhi",Sedan,2019,8
"2013 Maruti Swift Dzire VXI",330000,63665,Petrol,Manual,Gurgaon,Sedan,2013,13
"2023 Volvo S90 B5 Ultimate",5450000,9400,Petrol,Automatic,"New Delhi",Sedan,2023,8
"2019 Maruti Ciaz Petrol",724000,64893,Diesel,Manual,Gurgaon,Sedan,2019,21
"2014 Honda Amaze EX i-Vtech",270000,108507,Petrol,Manual,Ghaziabad,Sedan,2014,22
"2020 Maruti Swift Dzire VXI AT BSVI",551000,56217,Petrol,Automatic,Gurgaon,Sedan,2020,16
"2012 Hyundai Verna 1.6 VTVT AT SX",425000,37899,Petrol,Automatic,"New Delhi",Sedan,2012,8
"2023 BMW 7 Series 740Li M Sport Edition",1,8200,Petrol,Automatic,"New Delhi",Sedan,2023,11
"2014 Mercedes-Benz S-Class S 500 L",4290000,81000,Petrol,Automatic,"New Delhi",Sedan,2014,26
"2019 Mercedes-Benz C-Class Progressive C 200",3575000,39000,Petrol,Automatic,"New Delhi",Sedan,2019,13
"2021 Maruti Swift Dzire VXI",650000,44000,Petrol,Manual,"New Delhi",Sedan,2021,29
"2021 Mercedes-Benz S-Class S450 4Matic BSVI",1,15000,Petrol,Automatic,"New Delhi",Sedan,2021,27
"2014 Mercedes-Benz S-Class S 500 L",4290000,82000,Petrol,Automatic,"New Delhi",Sedan,2014,16
"2013 Honda City V MT",340000,70000,Petrol,Manual,Gurgaon,Sedan,2013,18
"2015 Toyota Corolla Altis G AT",595000,120000,Petrol,Automatic,Noida,Sedan,2015,12
"2023 Mercedes-Benz C-Class C 200 BSVI",4875000,33321,Petrol,Automatic,"New Delhi",Sedan,2023,23
"2018 Jaguar XF 2.0 Diesel Prestige",2800000,14000,Diesel,Automatic,"New Delhi",Sedan,2018,23
"2016 Toyota Corolla Altis D-4D G",725000,84000,Diesel,Manual,"New Delhi",Sedan,2016,14
"2017 Volkswagen Ameo 1.0 MPI Trendline",455000,68000,Petrol,Manual,Noida,Sedan,2017,20
"2021 BMW 5 Series 520d Luxury Line",5675000,25125,Diesel,Automatic,Noida,Sedan,2021,24
"2016 Maruti Swift Dzire VXI",413999,56039,Petrol,Manual,"New Delhi",Sedan,2016,7
"2021 Tata Tigor XE BSVI",450000,69000,Petrol,Manual,Ghaziabad,Sedan,2021,30
"2018 Maruti Ciaz Petrol",617000,79477,Diesel,Manual,Gurgaon,Sedan,2018,24
"2022 Honda City V CVT",1175000,39000,Petrol,Automatic,"New Delhi",Sedan,2022,23
"2021 Maruti Swift Dzire ZXI Plus AT BSVI",654000,48428,Petrol,Automatic,Gurgaon,Sedan,2021,9
"2023 Hyundai Verna SX IVT Opt",1490000,23081,Petrol,Automatic,"New Delhi",Sedan,2023,23
"2019 Honda Amaze VX CVT Petrol",697000,33058,Petrol,Automatic,Gurgaon,Sedan,2019,30
"2015 Maruti Swift Dzire LDI",355000,71000,Diesel,Manual,"New Delhi",Sedan,2015,23
"2020 BMW 7 Series 740Li M Sport",8500000,46000,Petrol,Automatic,"New Delhi",Sedan,2020,21
"2019 Hyundai Verna VTVT 1.6 SX",801000,24800,Petrol,Manual,"New Delhi",Sedan,2019,27
"2017 Hyundai Xcent 1.2 Kappa S AT",465000,63727,Petrol,Automatic,Faridabad,Sedan,2017,16
"2017 Hyundai Elantra 2.0 S",900000,78000,Petrol,Manual,"New Delhi",Sedan,2017,18
"2023 Audi A6 45 TFSI Technology WO Matrix BSVI",5200000,3000,Petrol,Automatic,"New Delhi",Sedan,2023,9
"2012 Maruti Swift Dzire VXI",321000,34134,Petrol,Manual,Gurgaon,Sedan,2012,12
"2020 Honda Amaze VX i-VTEC",719000,21106,Petrol,Manual,"New Delhi",Sedan,2020,25
"2015 Honda City i VTEC CVT VX",745000,59000,Petrol,Automatic,Ghaziabad,Sedan,2015,7
"2022 Honda City V MT",1095000,13000,Petrol,Manual,"New Delhi",Sedan,2022,30
"2017 Hyundai Verna CRDi 1.6 AT SX Plus",850000,65000,Diesel,Automatic,"New Delhi",Sedan,2017,22
"2018 Maruti Ciaz Petrol",645000,115199,Diesel,Manual,Ghaziabad,Sedan,2018,12
"2019 Honda City V MT",740000,31000,Petrol,Manual,"New Delhi",Sedan,2019,15
"2018 Maruti Dzire VXI",566000,41569,Petrol,Manual,"New Delhi",Sedan,2018,7
"2017 Honda City i VTEC CVT SV",725000,72000,Petrol,Automatic,"New Delhi",Sedan,2017,10
"2014 Honda Amaze S i-VTEC",325000,58727,Petrol,Manual,Ghaziabad,Sedan,2014,21
"2015 Honda Amaze S i-Vtech",335000,54666,Petrol,Manual,"New Delhi",Sedan,2015,19
"2019 Maruti Swift Dzire LXI 1.2",475000,50000,Petrol,Manual,"New Delhi",Sedan,2019,25
"2014 Honda Amaze S i-VTEC",363000,58698,Petrol,Manual,"New Delhi",Sedan,2014,12
"2016 BMW 7 Series 730Ld Design Pure Excellence CBU",3890000,39000,Diesel,Automatic,"New Delhi",Sedan,2016,28
"2014 Honda Amaze S i-Vtech",375000,70000,Petrol,Manual,Ghaziabad,Sedan,2014,25
"2020 BMW 5 Series 530i Sport",5300000,2000,Petrol,Automatic,"New Delhi",Sedan,2020,31
"2023 Volkswagen Virtus Topline AT",1419000,19916,Petrol,Automatic,Gurgaon,Sedan,2023,24
"2016 BMW 7 Series 730Ld Design Pure Excellence CBU",3890000,40000,Diesel,Automatic,"New Delhi",Sedan,2016,22
"2021 Honda City ZX CVT",1150000,47000,Petrol,Automatic,"New Delhi",Sedan,2021,30
"2021 Honda City V MT",975000,44160,Petrol,Manual,Faridabad,Sedan,2021,29
"2014 Honda City V MT",484000,51590,Petrol,Manual,Gurgaon,Sedan,2014,23
"2014 Hyundai Xcent 1.2 Kappa S",314000,44852,Petrol,Manual,Gurgaon,Sedan,2014,23
"2017 Audi A6 35 TDI",2100000,27900,Diesel,Automatic,"New Delhi",Sedan,2017,13
"2012 Hyundai Verna 1.6 SX VTVT AT",310000,62000,Petrol,Automatic,"New Delhi",Sedan,2012,15
"2014 Maruti Swift Dzire VXI",331000,88030,Petrol,Manual,Ghaziabad,Sedan,2014,30
"2014 Maruti Swift Dzire VXI",332000,96881,Petrol,Manual,"New Delhi",Sedan,2014,24
"2018 Maruti Ciaz Petrol",619000,111692,Diesel,Manual,Noida,Sedan,2018,21
"2019 Hyundai Verna VTVT 1.6 SX",765000,65000,Petrol,Manual,"New Delhi",Sedan,2019,28
"2017 Jaguar XJ 2.0L Portfolio",5500000,21000,Petrol,Automatic,"New Delhi",Sedan,2017,20
"2018 Tata Tigor 1.2 Revotron XT",400000,45000,Petrol,Manual,"New Delhi",Sedan,2018,8
"2024 Mercedes-Benz A-Class Limousine A 200d",4500000,3000,Diesel,Automatic,"New Delhi",Sedan,2024,23
"2022 Tata Tigor XZ Plus BSVI",630000,57000,Petrol,Manual,"New Delhi",Sedan,2022,11
"2019 Hyundai Xcent Petrol",487000,109169,Petrol,Manual,"New Delhi",Sedan,2019,29
"2023 Mercedes-Benz C-Class C 200 BSVI",5100000,21000,Petrol,Automatic,"New Delhi",Sedan,2023,7
"2019 Honda City V MT",744000,49001,Petrol,Manual,"New Delhi",Sedan,2019,17
"2015 Honda Amaze S i-Vtech",350000,67467,Petrol,Manual,Gurgaon,Sedan,2015,31
"2022 Tata Tigor XZ Plus BSVI",675000,30000,Petrol,Manual,"New Delhi",Sedan,2022,25
"2015 Maruti Ciaz VDi",430000,82000,Diesel,Manual,"New Delhi",Sedan,2015,23
"2015 Honda City i VTEC V",540000,57000,Petrol,Manual,"New Delhi",Sedan,2015,9
"2018 Honda City i-VTEC V",750000,70000,Petrol,Manual,"New Delhi",Sedan,2018,19
"2017 Honda Amaze S i-VTEC",440000,74179,Petrol,Manual,Faridabad,Sedan,2017,11
"2015 Honda Amaze VX i-VTEC",392000,31175,Petrol,Manual,Ghaziabad,Sedan,2015,19
